Issue ID,Issue Key,Issue Name,Issue Volume,Category,Severity,Status,Reporters,Assignees,Date Reported,Date Resolved,Issue Response Time Days,Impact Score,Risk Level,Department Affected,Remediation Steps,Cost,KPI/KRI,User ID,Timestamps,Activity Type,User Location,IP Location,Session Duration in Second,Num Files Accessed,Login Attempts,Data Transfer MB,CPU Usage %,Memory Usage MB,Threat Score,Threat Level,Defense Action,Color,Pred Threat,anomaly_score,is_anomaly
ISSUE-0824,KEY-0824,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Open,Reporter 8,Assignee 5,2024-01-02,2025-05-06 02:51:05.231249,490.0000000000001,65.9,Critical,Sales,Steps to resolve Missing or Inaccurate Asset Records,2150597.5,KPI,User_10,2024-01-02 06:45:00,file_access,IN,IN,1393.0,26.0,12.0,1705.0000000000005,56.43192553573472,6264.0,16.73,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0825,KEY-0825,Detected Malware Infiltration in Internal Systems,1,Malware,High,Open,Reporter 9,Assignee 10,2023-04-05,2025-05-06 02:51:05.231249,761.9999999999998,40.919999999999995,Critical,Finance,Steps to resolve Detected Malware Infiltration in Internal Systems,934025.0000000001,KRI,User_3,2023-04-05 23:58:00,data_modification,EU,EU,900.0000000000001,26.0,6.0,2719.9999999999995,25.49466623636613,4282.0,13.084,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0826,KEY-0826,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,In Progress,Reporter 6,Assignee 5,2023-10-12,2025-05-06 02:51:05.231249,572.0,55.53,Critical,Legal,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1979360.0,KRI,User_75,2023-10-12 11:05:00,login,EU,EU,1761.0000000000002,28.0,10.0,3697.9999999999995,32.28158011209901,6463.0,16.656000000000002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0827,KEY-0827,Weak Cloud Storage Access Controls,1,Cloud Security Posture,High,Open,Reporter 5,Assignee 16,2024-04-23,2025-05-06 02:51:05.231249,378.0,68.41999999999999,Critical,IT,Steps to resolve Weak Cloud Storage Access Controls,1433416.9999999998,KRI,User_24,2024-04-23 07:55:00,login,UK,UK,900.0000000000001,26.0,13.0,5845.999999999999,50.671730182574386,4125.0,18.584,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0828,KEY-0828,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Resolved,Reporter 10,Assignee 20,2025-04-22,2025-04-29 00:00:00.000000,7.000000000000031,1.9999999999999996,Low,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,807244.9999999999,KRI,User_81,2025-04-22 10:58:00,data_modification,FR,USA,900.0000000000001,26.0,15.0,1047.4999999999998,60.99444551644363,3102.0,2.5500000000000003,Low,No Action Needed | Limit Data Transfer,Green,3,3,False
ISSUE-0829,KEY-0829,Inadequate Firewall Configurations,1,Network Security,Low,Open,Reporter 1,Assignee 17,2024-11-02,2025-05-06 02:51:05.231249,185.00000000000006,83.94999999999999,Critical,Sales,Steps to resolve Inadequate Firewall Configurations,2416855.0,KPI,User_61,2024-11-02 13:48:00,file_access,JP,UK,941.0,26.0,18.0,2227.4999999999995,38.96785056328061,5070.0,20.189999999999998,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0830,KEY-0830,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Open,Reporter 9,Assignee 20,2025-04-27,2025-05-06 02:51:05.231249,8.999999999999991,88.21,Critical,Sales,Steps to resolve Delayed Patching of Known Vulnerabilities,1476532.9999999998,KPI,User_31,2025-04-27 11:03:00,file_access,FR,UK,1190.0,26.0,31.0,725.0000000000003,28.67254698134633,4226.0,23.042,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0831,KEY-0831,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,In Progress,Reporter 1,Assignee 4,2023-07-24,2025-05-06 02:51:05.231249,652.0,14.029999999999996,Critical,Legal,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2758640.0,KPI,User_36,2023-07-24 01:18:00,data_modification,AU,CANADA,900.0000000000001,39.0,10.0,4766.0,74.46799865298564,7133.0,8.506,High,Escalate to SOC & Restrict Critical System Access | Lock Account & Alert | Limit Data Transfer,Red,2,2,False
ISSUE-0832,KEY-0832,Supplier Security Compliance Gaps,1,Procurement Security,High,Resolved,Reporter 2,Assignee 18,2024-10-10,2024-10-13 00:00:00.000000,2.9999999999999747,56.38,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,583006.9999999999,KPI,User_98,2024-10-10 08:23:00,login,USA,USA,1336.0,28.0,24.0,845.0000000000001,29.35724457945276,4114.0,15.776,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0833,KEY-0833,Non-Compliance with Data Protection Regulations,1,Legal Compliance,High,Closed,Reporter 7,Assignee 4,2024-10-04,2024-10-11 00:00:00.000000,7.000000000000031,17.03,Critical,External Contractors,Steps to resolve Non-Compliance with Data Protection Regulations,2577476.0,KRI,User_11,2024-10-04 03:59:00,login,UK,UK,900.0000000000001,26.0,6.0,4442.0,48.322519653647774,5272.0,8.106,High,Restrict User Activity & Monitor Logs | Lock Account & Alert | Limit Data Transfer,Orange-Red,2,2,False
ISSUE-0834,KEY-0834,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Critical,In Progress,Reporter 8,Assignee 14,2024-07-21,2025-05-06 02:51:05.231249,289.0,104.15999999999998,Critical,Operations,Steps to resolve High-Volume Distributed Denial-of-Service Attack,716924.0,KRI,User_37,2024-07-21 15:59:00,login,UK,AU,900.0000000000001,26.0,3.0,12053.0,43.574532448173294,4750.0,26.031999999999996,Critical,Immediate System-wide Shutdown & Investigation | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0835,KEY-0835,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Open,Reporter 10,Assignee 10,2024-02-08,2025-05-06 02:51:05.231249,452.9999999999999,60.61,Critical,Finance,Steps to resolve Increased Exposure due to Insufficient Data Encryption,921387.5000000001,KRI,User_15,2024-02-08 21:18:00,file_access,AU,AU,900.0000000000001,26.0,6.0,7449.999999999999,67.34456249358688,7604.0,15.822,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0836,KEY-0836,Inadequate Firewall Configurations,1,Network Security,Critical,Open,Reporter 4,Assignee 11,2023-11-21,2025-05-06 02:51:05.231249,532.0,70.15,Critical,HR,Steps to resolve Inadequate Firewall Configurations,1569056.0,KPI,User_33,2023-11-21 10:02:00,file_access,DE,DE,900.0000000000001,26.0,17.0,2276.0000000000005,63.52362360163141,4485.0,19.58,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0837,KEY-0837,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,Critical,Resolved,Reporter 3,Assignee 1,2024-12-14,2024-12-18 00:00:00.000000,3.999999999999989,68.60999999999999,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,700820.0,KPI,User_85,2024-12-14 11:14:00,file_access,EU,EU,1355.0,28.0,10.0,5324.0,24.92552911544896,5044.0,18.922,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0838,KEY-0838,Insufficient Access Control Measures,1,Control Effectiveness,Low,Resolved,Reporter 5,Assignee 17,2023-12-17,2023-12-24 00:00:00.000000,7.000000000000031,44.459999999999994,Critical,External Contractors,Steps to resolve Insufficient Access Control Measures,1443987.4999999998,KPI,User_68,2023-12-17 20:42:00,login,FR,FR,2057.0,27.0,15.0,6115.0,44.52207015460266,3863.9999999999995,12.092,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0839,KEY-0839,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Low,Resolved,Reporter 10,Assignee 8,2023-02-05,2023-02-09 00:00:00.000000,3.999999999999989,71.19000000000001,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,404957.49999999994,KRI,User_51,2023-02-05 04:20:00,login,EU,EU,992.9999999999999,26.0,6.0,11590.000000000002,58.06727139085998,5359.0,17.438,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0840,KEY-0840,Access by Unauthorized Personnel Detected,1,Unauthorized Access,High,Resolved,Reporter 4,Assignee 12,2023-05-11,2023-05-20 00:00:00.000000,8.999999999999991,85.47999999999998,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,2083786.9999999998,KRI,User_35,2023-05-11 15:48:00,file_access,CANADA,CANADA,900.0000000000001,26.0,10.0,1903.9999999999995,48.07004648274329,7380.0,22.145999999999997,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0841,KEY-0841,Outdated Operating System Components,1,System Vulnerability,Low,Open,Reporter 7,Assignee 3,2024-05-16,2025-05-06 02:51:05.231249,355.0,44.67,Critical,C-Suite Executives,Steps to resolve Outdated Operating System Components,1115465.0,KPI,User_60,2024-05-16 01:12:00,file_access,FR,FR,1265.0,30.0,24.0,987.4999999999995,78.89886014649527,6373.0,12.634,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0842,KEY-0842,Weak Authentication Protocols,1,Access Control,Critical,Resolved,Reporter 9,Assignee 14,2023-04-30,2023-05-04 00:00:00.000000,3.999999999999989,39.00999999999999,Critical,Operations,Steps to resolve Weak Authentication Protocols,2686706.0,KPI,User_84,2023-04-30 12:52:00,login,AU,JP,2639.0,26.0,13.0,4691.0,36.32085742912037,4649.0,13.002,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0843,KEY-0843,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 5,Assignee 13,2023-02-17,2023-02-18 00:00:00.000000,1.0000000000000142,51.02,Critical,Finance,Steps to resolve Inconsistent Review of Security Policies,1512322.5,KPI,User_33,2023-02-17 22:11:00,data_modification,Unknown,Unknown,1528.0,26.0,6.0,3850.0,62.25320169773124,7641.0,13.504,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0844,KEY-0844,Successful Phishing Attempt Targeting Executives,1,Phishing Attack,Critical,Open,Reporter 9,Assignee 1,2023-03-27,2025-05-06 02:51:05.231249,770.9999999999999,1.9999999999999996,Low,HR,Steps to resolve Successful Phishing Attempt Targeting Executives,792323.0,KRI,User_23,2023-03-27 16:18:00,file_access,FR,AU,1537.0,26.0,13.0,2204.0,51.977230406677556,3898.0,4.6,Medium,Increase Monitoring & Investigate | Limit Data Transfer,Orange,4,4,False
ISSUE-0845,KEY-0845,Incomplete Risk Management Framework,1,Risk Management Maturity,Critical,Closed,Reporter 4,Assignee 1,2023-04-27,2023-04-29 00:00:00.000000,2.0000000000000284,21.469999999999995,Critical,Legal,Steps to resolve Incomplete Risk Management Framework,2459138.0,KPI,User_89,2023-04-27 21:25:00,login,UK,IN,900.0000000000001,31.0,6.0,1295.0000000000005,64.802738731788,5671.0,9.444,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0846,KEY-0846,Inadequate Firewall Configurations,1,Network Security,High,In Progress,Reporter 6,Assignee 3,2025-01-27,2025-05-06 02:51:05.231249,98.99999999999999,61.63,Critical,IT,Steps to resolve Inadequate Firewall Configurations,1501070.0,KPI,User_46,2025-01-27 13:47:00,data_modification,EU,EU,900.0000000000001,28.0,6.0,737.0,75.1337068251456,7820.0,17.526000000000003,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0847,KEY-0847,Insufficient Access Control Measures,1,Control Effectiveness,Medium,Open,Reporter 9,Assignee 1,2023-08-28,2025-05-06 02:51:05.231249,617.0,40.17,Critical,Finance,Steps to resolve Insufficient Access Control Measures,1043892.4999999999,KPI,User_80,2023-08-28 07:09:00,data_modification,USA,USA,900.0000000000001,26.0,12.0,1035.0,26.45071220344816,4154.0,12.184,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0848,KEY-0848,Non-Compliance with Data Protection Regulations,1,Legal Compliance,Low,In Progress,Reporter 4,Assignee 5,2024-05-21,2025-05-06 02:51:05.231249,350.0,89.36,Critical,Legal,Steps to resolve Non-Compliance with Data Protection Regulations,998317.5,KRI,User_49,2024-05-21 13:12:00,file_access,DE,FR,1630.0,26.0,21.0,2717.5,24.967567744752014,5819.0,21.272,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0849,KEY-0849,Inadequate Firewall Configurations,1,Network Security,Low,Closed,Reporter 8,Assignee 18,2023-02-22,2023-02-27 00:00:00.000000,5.000000000000003,62.52,Critical,HR,Steps to resolve Inadequate Firewall Configurations,2387125.0,KPI,User_74,2023-02-22 16:08:00,file_access,IN,IN,900.0000000000001,26.0,15.0,627.5000000000001,43.18479960090272,6728.0,15.854,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0850,KEY-0850,Increased Exposure due to Insufficient Data Encryption,1,Risk Exposure,Medium,In Progress,Reporter 7,Assignee 15,2023-03-11,2025-05-06 02:51:05.231249,786.9999999999998,108.40999999999997,Critical,HR,Steps to resolve Increased Exposure due to Insufficient Data Encryption,1252037.5,KRI,User_55,2023-03-11 18:32:00,file_access,JP,JP,900.0000000000001,26.0,9.0,6667.5,36.19136758865783,5661.0,25.831999999999997,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0851,KEY-0851,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Medium,Closed,Reporter 5,Assignee 7,2024-12-03,2024-12-12 00:00:00.000000,8.999999999999991,70.02,Critical,External Contractors,Steps to resolve High-Volume Distributed Denial-of-Service Attack,1740757.4999999998,KRI,User_66,2024-12-03 18:45:00,file_access,CN,CN,900.0000000000001,27.0,9.0,624.9999999999998,74.79319878488451,3987.0,18.304,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0852,KEY-0852,Inadequate Firewall Configurations,1,Network Security,Critical,Resolved,Reporter 6,Assignee 15,2023-07-09,2023-07-14 00:00:00.000000,5.000000000000003,62.23,Critical,External Contractors,Steps to resolve Inadequate Firewall Configurations,2377886.0,KPI,User_51,2023-07-09 21:13:00,login,EU,IN,900.0000000000001,42.0,10.0,1892.0000000000005,46.751175017820216,3551.0,17.645999999999997,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0853,KEY-0853,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,In Progress,Reporter 9,Assignee 5,2024-06-24,2025-05-06 02:51:05.231249,315.99999999999994,92.97,Critical,External Contractors,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2364152.0,KRI,User_28,2024-06-24 22:47:00,file_access,UK,UK,1315.0,26.0,21.0,2198.0,38.03876359692264,6002.0,23.644,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0854,KEY-0854,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Resolved,Reporter 10,Assignee 18,2024-12-16,2024-12-17 00:00:00.000000,1.0000000000000142,1.9999999999999996,Low,Finance,Steps to resolve Missing or Inaccurate Asset Records,378180.00000000006,KPI,User_1,2024-12-16 18:45:00,file_access,JP,JP,1661.0000000000002,26.0,6.0,872.4999999999995,53.31104801753754,6950.0,2.35,Low,No Action Needed | Limit Data Transfer,Green,3,3,False
ISSUE-0855,KEY-0855,Weak Authentication Protocols,1,Access Control,Low,Open,Reporter 9,Assignee 15,2024-12-14,2025-05-06 02:51:05.231249,143.0,70.13,Critical,External Contractors,Steps to resolve Weak Authentication Protocols,1578049.9999999998,KPI,User_2,2024-12-14 21:34:00,login,AU,AU,1731.9999999999998,26.0,6.0,4772.500000000001,49.32326714376749,6823.0,17.576,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0856,KEY-0856,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Critical,Resolved,Reporter 3,Assignee 1,2023-03-06,2023-03-12 00:00:00.000000,6.000000000000017,25.12,Critical,IT,Steps to resolve Delayed Patching of Known Vulnerabilities,2057543.0,KPI,User_35,2023-03-06 09:56:00,login,DE,DE,1117.0,26.0,17.0,2678.0,21.429896445952068,7700.0,10.374,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0857,KEY-0857,Missing or Inaccurate Asset Records,1,Asset Inventory Accuracy,Low,Open,Reporter 9,Assignee 8,2024-02-06,2025-05-06 02:51:05.231249,455.00000000000006,119.29000000000002,Critical,IT,Steps to resolve Missing or Inaccurate Asset Records,1774777.5,KPI,User_9,2024-02-06 17:58:00,login,AU,JP,2664.0,26.0,9.0,6012.499999999999,64.32154883580176,5673.0,27.408000000000005,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0858,KEY-0858,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Critical,In Progress,Reporter 10,Assignee 4,2023-07-09,2025-05-06 02:51:05.231249,667.0,39.83,Critical,External Contractors,Steps to resolve Access by Unauthorized Personnel Detected,347291.00000000006,KRI,User_51,2023-07-09 13:02:00,file_access,CANADA,JP,1441.0,26.0,10.0,755.0000000000001,28.12825713992438,5959.0,13.366,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0859,KEY-0859,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Closed,Reporter 5,Assignee 2,2024-05-18,2024-05-26 00:00:00.000000,7.999999999999978,82.67999999999999,Critical,Sales,Steps to resolve Access by Unauthorized Personnel Detected,236432.5000000001,KRI,User_17,2024-05-18 12:04:00,data_modification,UK,UK,2233.0,26.0,6.0,1372.4999999999998,56.21223700218002,6409.0,20.835999999999995,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0860,KEY-0860,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,Open,Reporter 3,Assignee 1,2025-04-10,2025-05-06 02:51:05.231249,26.00000000000003,83.86,Critical,External Contractors,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,413034.99999999994,KRI,User_29,2025-04-10 02:30:00,file_access,CN,CN,1490.0,26.0,15.0,557.5000000000001,49.45467026847748,3549.0,20.171999999999997,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0861,KEY-0861,Outdated Operating System Components,1,System Vulnerability,Critical,Resolved,Reporter 8,Assignee 6,2023-05-20,2023-05-28 00:00:00.000000,7.999999999999978,38.58,Critical,IT,Steps to resolve Outdated Operating System Components,1403798.0,KPI,User_56,2023-05-20 20:39:00,data_modification,USA,USA,2908.0,26.0,6.0,773.0000000000001,65.46765020983383,4913.0,13.266,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0862,KEY-0862,Delayed Patching of Known Vulnerabilities,1,Vulnerability Remediation,Medium,In Progress,Reporter 8,Assignee 17,2023-12-27,2025-05-06 02:51:05.231249,496.00000000000006,35.58,Critical,External Contractors,Steps to resolve Delayed Patching of Known Vulnerabilities,2085692.5,KPI,User_50,2023-12-27 19:49:00,file_access,UK,UK,900.0000000000001,26.0,3.0,3390.0,24.65795369152474,3374.0,11.066,Critical,Isolate Affected System & Restrict User Access | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0863,KEY-0863,Outdated Operating System Components,1,System Vulnerability,Low,Closed,Reporter 3,Assignee 14,2024-10-21,2024-10-24 00:00:00.000000,2.9999999999999747,68.67,Critical,HR,Steps to resolve Outdated Operating System Components,1242735.0,KPI,User_39,2024-10-21 12:33:00,data_modification,DE,CN,900.0000000000001,26.0,6.0,2850.0,33.032699463305114,6636.0,16.884000000000004,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0864,KEY-0864,Access by Unauthorized Personnel Detected,1,Unauthorized Access,Medium,Open,Reporter 4,Assignee 15,2023-11-01,2025-05-06 02:51:05.231249,552.0,39.81,Critical,Operations,Steps to resolve Access by Unauthorized Personnel Detected,488362.50000000006,KRI,User_87,2023-11-01 02:06:00,data_modification,DE,DE,900.0000000000001,26.0,9.0,1740.0,39.08200302952052,7150.0,12.262,Critical,Isolate Affected System & Restrict User Access | Lock Account & Alert | Limit Data Transfer,Orange-Red,1,1,True
ISSUE-0865,KEY-0865,Unresolved Vulnerabilities from Latest Penetration Test,1,Penetration Testing Effectiveness,High,Resolved,Reporter 4,Assignee 14,2023-03-25,2023-04-04 00:00:00.000000,10.000000000000005,20.72,Critical,HR,Steps to resolve Unresolved Vulnerabilities from Latest Penetration Test,2428121.0,KPI,User_30,2023-03-25 08:44:00,login,UK,USA,2049.0,26.0,24.0,5504.0,70.98835937983586,3208.0,9.194,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0866,KEY-0866,High-Volume Distributed Denial-of-Service Attack,1,DDOS,Low,In Progress,Reporter 10,Assignee 11,2024-12-19,2025-05-06 02:51:05.231249,138.0,42.11,Critical,IT,Steps to resolve High-Volume Distributed Denial-of-Service Attack,2017139.9999999998,KRI,User_78,2024-12-19 06:22:00,data_modification,CANADA,CANADA,900.0000000000001,26.0,9.0,1620.0000000000002,36.77421727286766,4150.0,11.822,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0867,KEY-0867,Incomplete Risk Management Framework,1,Risk Management Maturity,Low,Resolved,Reporter 2,Assignee 2,2024-12-30,2024-12-31 00:00:00.000000,1.0000000000000142,44.33,Critical,Operations,Steps to resolve Incomplete Risk Management Framework,2252242.5,KPI,User_5,2024-12-30 09:43:00,data_modification,Unknown,Unknown,1594.0,26.0,18.0,717.5000000000001,62.539632173888144,6431.0,12.166,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0868,KEY-0868,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,High,In Progress,Reporter 10,Assignee 5,2023-07-08,2025-05-06 02:51:05.231249,668.0,57.52,Critical,HR,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,2340452.0,KRI,User_88,2023-07-08 11:28:00,data_modification,UK,UK,900.0000000000001,26.0,3.0,1582.9999999999998,51.49657716892825,3232.0,16.204,Critical,Escalate to Security Operations Center (SOC) & Block User | Limit Data Transfer,Red,1,1,True
ISSUE-0869,KEY-0869,Detected Malware Infiltration in Internal Systems,1,Malware,High,In Progress,Reporter 6,Assignee 8,2023-01-16,2025-05-06 02:51:05.231249,840.9999999999999,37.53000000000001,Critical,Legal,Steps to resolve Detected Malware Infiltration in Internal Systems,2718875.0,KRI,User_83,2023-01-16 00:48:00,login,Unknown,UK,1951.9999999999998,31.0,6.0,1456.9999999999998,54.67857165052929,6422.0,12.556,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0870,KEY-0870,Supplier Security Compliance Gaps,1,Procurement Security,High,Closed,Reporter 5,Assignee 3,2023-01-15,2023-01-21 00:00:00.000000,6.000000000000017,29.51,Critical,HR,Steps to resolve Supplier Security Compliance Gaps,196106.0,KPI,User_32,2023-01-15 04:48:00,file_access,CANADA,CN,1043.0,28.0,10.0,2396.0,28.72180421987402,7383.0,10.752,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0871,KEY-0871,Inadequate Firewall Configurations,1,Network Security,Low,Closed,Reporter 1,Assignee 6,2023-05-18,2023-05-21 00:00:00.000000,2.9999999999999747,56.849999999999994,Critical,Legal,Steps to resolve Inadequate Firewall Configurations,1158129.9999999998,KPI,User_40,2023-05-18 10:41:00,data_modification,CN,CN,900.0000000000001,26.0,3.0,4407.5,63.817948139717366,3872.0,14.32,Critical,Increase Monitoring & Schedule Review | Limit Data Transfer,Orange,1,1,True
ISSUE-0872,KEY-0872,Insufficient Access Control Measures,1,Control Effectiveness,High,Open,Reporter 3,Assignee 19,2025-01-15,2025-05-06 02:51:05.231249,111.00000000000001,80.41,Critical,Finance,Steps to resolve Insufficient Access Control Measures,217498.99999999994,KPI,User_43,2025-01-15 02:11:00,login,AU,AU,1409.0,26.0,24.0,3046.9999999999995,32.93668993410671,5934.0,20.981999999999996,Critical,Escalate to Security Operations Center (SOC) & Block User | Lock Account & Alert | Limit Data Transfer,Red,1,1,True
ISSUE-0873,KEY-0873,Insufficient Access Control Measures,1,Control Effectiveness,Critical,Closed,Reporter 1,Assignee 20,2023-01-21,2023-01-31 00:00:00.000000,10.000000000000005,48.4,Critical,HR,Steps to resolve Insufficient Access Control Measures,1043498.0,KPI,User_9,2023-01-21 01:03:00,data_modification,FR,FR,1569.0,26.0,6.0,7670.0,25.354971475149043,6246.0,15.23,Critical,Immediate System-wide Shutdown & Investigation | Lock Account & Alert | Limit Data Transfer,Dark Red,1,1,True
ISSUE-0874,KEY-0874,Inconsistent Review of Security Policies,1,Management Oversight,Low,Closed,Reporter 9,Assignee 18,2025-03-29,2025-03-30 00:00:00.000000,1.0000000000000142,102.73,Critical,HR,Steps to resolve Inconsistent Review of Security Policies,2281222.4999999995,KPI,User_3,2025-03-29 06:50:00,login,FR,FR,1741.0,26.0,12.0,5355.0,23.11383224771956,4835.0,23.546,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
ISSUE-0875,KEY-0875,Sensitive Data Leak via Misconfigured Cloud Storage,1,Data Leak,Low,In Progress,Reporter 5,Assignee 8,2023-02-26,2025-05-06 02:51:05.231249,800.0,33.83,Critical,Operations,Steps to resolve Sensitive Data Leak via Misconfigured Cloud Storage,1336974.9999999998,KRI,User_37,2023-02-26 22:33:00,data_modification,USA,EU,1839.0000000000002,26.0,21.0,3005.0,43.55940855837329,3893.9999999999995,10.166,Critical,Increase Monitoring & Schedule Review | Lock Account & Alert | Limit Data Transfer,Orange,1,1,True
